number for sorting purposes,protein name,family,gene ID,synonym,clone,all gene IDs,subgenome
540139,ZmNAC139,NAC,Zm00001eb407280,,,Zm00001eb407280 Zm00001d023484 Zm00001eb407300,
540140,ZmNAC140,NAC,Zm00001eb038920,,,Zm00001d031898 Zm00001eb038920,
540141,ZmNAC141,NAC,Zm00001eb063030,,,Zm00001eb063030 Zm00001d034687 GRMZM2G177490,1
540142,ZmNAC142,NAC,Zm00001eb063020,,,Zm00001eb063020 GRMZM2G007817,1
540143,ZmNAC143,NAC,Zm00001eb390560,,,Zm00001eb390560 Zm00001d047050,
540144,ZmNAC144,NAC,Zm00001eb218930,,,Zm00001d013717 Zm00001eb218930,
540145,ZmNAC145,NAC,Zm00001eb142430,,,Zm00001d042256 GRMZM2G161380 Zm00001eb142430,1
540146,ZmNAC146,NAC,Zm00001eb062960,,,GRMZM2G179610 Zm00001eb062960,1
540147,ZmNAC147,NAC,Zm00001eb407350,,,Zm00001eb407350,
540148,ZmNAC148,NAC,Zm00001eb107140,,,Zm00001eb107140 Zm00001d006616 GRMZM2G000640,2
540149,ZmNAC149,NAC,Zm00001eb417690,,,Zm00001eb417690,
540150,ZmNAC150,NAC,Zm00001eb407290,,,Zm00001d023483 GRMZM5G858524 Zm00001eb407290,
540151,ZmNAC151,NAC,Zm00001eb407380,,,Zm00001d023491 Zm00001eb407380 Zm00001eb407360 AC187843.3_FG001 Zm00001d023489,
540152,ZmNAC152,NAC,Zm00001eb202630,,,Zm00001d053205 Zm00001eb202630,
540153,ZmNAC153,NAC,Zm00001eb208640,,,GRMZM2G435255 Zm00001eb208640 Zm00001d053944,2
540154,ZmNAC154,NAC,Zm00001eb041550,,,Zm00001d032208 Zm00001eb041550,
540155,ZmNAC155,NAC,Zm00001eb415910,,,AC194273.3_FG007 Zm00001d024562 Zm00001eb415910,
540156,ZmNAC156,NAC,Zm00001eb290700,,,AC214817.3_FG007 Zm00001d038484 Zm00001eb290700,
540157,ZmNAC157,NAC,Zm00001eb415830,,,Zm00001eb415830 Zm00001d024554 AC191708.3_FG001,
540158,ZmNAC158,NAC,Zm00001eb107340,,,Zm00001d006636 Zm00001eb107340,
540159,ZmNAC159,NAC,Zm00001eb074380,,,Zm00001eb074380 GRMZM2G143512 Zm00001d002708,1
540160,ZmNAC160,NAC,Zm00001eb345820,,,Zm00001eb345820 Zm00001d009805 Zm00001d009806,
540161,ZmNAC161,NAC,Zm00001eb130560,,,Zm00001eb130560 Zm00001d040657,
540162,ZmNAC162,NAC,Zm00001eb067360,,,Zm00001eb067360 Zm00001d001957,
540163,ZmNAC163,NAC,Zm00001eb062950,,,Zm00001eb062950 Zm00001d034686 GRMZM2G362996,1
540164,ZmNAC164,NAC,Zm00001eb407430,,,GRMZM2G326663 Zm00001eb407430 Zm00001d023493,
540165,ZmNAC165,NAC,Zm00001eb062990,,,Zm00001eb062990 GRMZM2G137518 Zm00001d000331,1
540166,ZmNAC166,NAC,Zm00001eb428860,,,Zm00001d026100 Zm00001eb428860 Zm00001d026099,
540167,ZmNAC167,NAC,Zm00001eb415880,,,Zm00001d024559 Zm00001eb415880 AC191708.3_FG002,
540168,ZmNAC168,NAC,Zm00001eb208660,,,Zm00001eb208660,
540169,ZmNAC169,NAC,Zm00001eb403580,,,Zm00001eb403580 Zm00001d048456 Zm00001d048457 GRMZM2G172053,2
540170,ZmNAC170,NAC,Zm00001eb440730,,,Zm00001eb440730,
540171,ZmNAC171,NAC,Zm00001eb388230,,,AC211933.4_FG001 Zm00001d046747 Zm00001eb388230,
540172,ZmNAC172,NAC,Zm00001eb037590,,,Zm00001d031735 Zm00001eb037590,
540173,ZmNAC173,NAC,Zm00001eb407370,,,Zm00001d023490 AC187843.3_FG010 Zm00001eb407370,
540174,ZmNAC174,NAC,Zm00001eb286160,,,Zm00001d037987 Zm00001d037986 Zm00001eb286160,
540175,ZmNAC175,NAC,Zm00001eb407320,,,Zm00001eb407320 AC191279.2_FG003 Zm00001d023486,
540176,ZmNAC176,NAC,Zm00001eb208620,,,Zm00001d053942 Zm00001d053941 Zm00001eb208620 GRMZM2G133988 GRMZM2G435219 Zm00001eb208610,2
540177,ZmNAC177,NAC,Zm00001eb415920,,,Zm00001d024565 AC194273.3_FG006 Zm00001eb415920,
540178,ZmNAC178,NAC,Zm00001eb051640,,,Zm00001eb051640 Zm00001d033351 GRMZM2G438080,
540179,ZmNAC179,NAC,Zm00001eb415870,,,Zm00001d024558 Zm00001eb415870,
540180,ZmNAC180,NAC,Zm00001eb180780,,,GRMZM2G385641 Zm00001eb180780 Zm00001d050585,
540181,ZmNAC181,NAC,Zm00001eb407310,,,AC191279.2_FG001 Zm00001d023485 Zm00001eb407310,
550001,ZmNLP1,NLP,Zm00001eb118790,NLP1,pUT1394,Zm00001d039250 Zm00001eb118790 AC233880.1_FG006,
550002,ZmNLP2,NLP,Zm00001eb073910,NLP2,pUT1753,GRMZM2G057131 Zm00001d002661 Zm00001eb073910,1
550003,ZmNLP3,NLP,Zm00001eb078590,NLP3,pUT5699,Zm00001eb078590 Zm00001d003176 GRMZM2G031398,1
550004,ZmNLP4,NLP,Zm00001eb339390,NLP4,,Zm00001eb339390 Zm00001d009017 GRMZM2G375675,
550005,ZmNLP5,NLP,,NLP5,,AC207342.3_FG001 Zm00001d011142,
550006,ZmNLP6,NLP,Zm00001eb118950,NLP6,,Zm00001d039266 GRMZM2G175065 GRMZM2G475305 Zm00001eb118950,1
550007,ZmNLP7,NLP,Zm00001eb002480,NLP7,,GRMZM2G409976 Zm00001eb002480 GRMZM2G109509 Zm00001eb002490 Zm00001d027509 Zm00001d027510,
550008,ZmNLP8,NLP,Zm00001eb284410,NLP8,pUT6067,GRMZM2G176655 Zm00001eb284410 Zm00001d037786,
550009,ZmNLP9,NLP,Zm00001eb425660,NLP9,,GRMZM2G105004 Zm00001d025757 Zm00001eb425660,2
550010,ZmNLP10,NLP,,NLP10,,GRMZM2G071322 Zm00001d044519,1
550011,ZmNLP11,NLP,,NLP11,,GRMZM2G472589 Zm00001d053437,
550012,ZmNLP12,NLP,Zm00001eb254520,NLP12,pUT4020,Zm00001d018035 Zm00001eb254520 GRMZM2G105641,
550013,ZmNLP13,NLP,Zm00001eb320950,NLP13,,Zm00001eb320950 GRMZM2G053298 Zm00001d021442,1
550014,ZmNLP14,NLP,Zm00001eb372360,NLP14,pUT4783,GRMZM2G392306 Zm00001eb372360 GRMZM2G094586 Zm00001d044825 Zm00001eb372370,
550015,ZmNLP15,NLP,Zm00001eb231720,NLP15,,GRMZM2G042278 Zm00001d015201 Zm00001eb231720,1
550016,ZmNLP16,NLP,Zm00001eb133740,NLP16,pUT4290,Zm00001eb133740 GRMZM2G004663 Zm00001d041160,2
550017,ZmNLP17,NLP,Zm00001eb104260,NLP17,,Zm00001d006293 GRMZM2G048582 Zm00001eb104260,2
560001,ZmOFP1,OVATE,Zm00001eb001920,OFP1,pUT6251,Zm00001eb001920 Zm00001d027453 GRMZM2G055737,1
560002,ZmOFP2,OVATE,Zm00001eb004460,OFP2,pUT6268,Zm00001eb004460 Zm00001eb004450 Zm00001d027739 GRMZM2G096252,1
560003,ZmOFP3,OVATE,Zm00001eb007990,OFP3,pUT5724,Zm00001eb007990 GRMZM2G121706,1
560004,ZmOFP4,OVATE,Zm00001eb016140,OFP4,pUT6259,Zm00001eb016140 Zm00001d029067 Zm00001eb016130 GRMZM2G075988,1
560005,ZmOFP5,OVATE,Zm00001eb021800,OFP5,,Zm00001eb021800 Zm00001d029718 GRMZM2G039312,1
560006,ZmOFP6,OVATE,Zm00001eb047590,OFP6,pUT5722,GRMZM2G095452 Zm00001eb047590 Zm00001d032903,1
560007,ZmOFP7,OVATE,Zm00001eb073310,OFP7,,GRMZM2G164428 Zm00001eb073310 Zm00001d002594,1
560008,ZmOFP8,OVATE,Zm00001eb081540,OFP8,,GRMZM2G053985 Zm00001d003521 Zm00001eb081540,1
560009,ZmOFP9,OVATE,Zm00001eb083640,OFP9,pUT6551,Zm00001d003762 GRMZM2G055257 Zm00001eb083640,1
560010,ZmOFP10,OVATE,Zm00001eb092280,OFP10,pUT5720,Zm00001eb092280 Zm00001d004881 GRMZM2G032478,
560011,ZmOFP11,OVATE,Zm00001eb092300,OFP11,pUT5776,GRMZM2G130131 Zm00001eb092300 Zm00001d004882,2
560012,ZmOFP12,OVATE,Zm00001eb111540,OFP12,,GRMZM2G359116 Zm00001d007168 Zm00001eb111540,2
560013,ZmOFP13,OVATE,Zm00001eb119420,OFP13,pUT5569,GRMZM2G169973 Zm00001eb119420 Zm00001d039313,1
560014,ZmOFP14,OVATE,Zm00001eb146950,OFP14,pUT5758,GRMZM2G434098 Zm00001eb146950 Zm00001d042752 Zm00001eb146940,
560015,ZmOFP15,OVATE,Zm00001eb146960,OFP15,pUT5326,GRMZM2G133311 Zm00001d042753 Zm00001eb146960,1
560016,ZmOFP16,OVATE,Zm00001eb149450,OFP16,pUT6309,GRMZM2G330159 Zm00001eb149450 Zm00001d043046,1
560017,ZmOFP17,OVATE,Zm00001eb153300,OFP17,pUT5759,Zm00001d043470 Zm00001eb153300 GRMZM2G127431,1
560018,ZmOFP18,OVATE,Zm00001eb154090,OFP18,,GRMZM2G023285 Zm00001d043535 Zm00001eb154090,1
560019,ZmOFP19,OVATE,Zm00001eb159380,OFP19,pUT6710,AC198725.4_FG004 Zm00001eb159380 Zm00001d044167,
560020,ZmOFP20,OVATE,Zm00001eb161010,OFP20,,Zm00001d044357 Zm00001eb161010 GRMZM2G150823,1
560021,ZmOFP21,OVATE,Zm00001eb197490,OFP21,pUT6238,Zm00001eb197490 Zm00001d052605 Zm00001eb197480 GRMZM2G013302,1
560022,ZmOFP22,OVATE,Zm00001eb197500,OFP22,,Zm00001d052606 GRMZM2G013271 Zm00001eb197500,
560023,ZmOFP23,OVATE,Zm00001eb250650,OFP23,pUT1863 pUT6249,GRMZM2G041761 Zm00001d017606 Zm00001eb250650,1
560024,ZmOFP24,OVATE,Zm00001eb259910,OFP24,pUT4236,Zm00001eb259910 Zm00001d034973 GRMZM2G436659,1
560025,ZmOFP25,OVATE,Zm00001eb284730,OFP25,pUT5546,GRMZM2G100133 Zm00001eb284730 Zm00001d037814,1
560026,ZmOFP26,OVATE,Zm00001eb288860,OFP26,pUT5725,GRMZM2G122709 Zm00001eb288860 Zm00001d038283,
560027,ZmOFP27,OVATE,Zm00001eb288870,OFP27,pUT6409,Zm00001eb288870 Zm00001d038285 GRMZM2G430871 Zm00001d038284,1
560028,ZmOFP28,OVATE,Zm00001eb290570,OFP28,pUT5744,Zm00001eb290570 Zm00001d038473 GRMZM2G026927,1
560029,ZmOFP29,OVATE,Zm00001eb292970,OFP29,pUT6284,Zm00001d038714 GRMZM2G127680 Zm00001eb292970,1
560030,ZmOFP30,OVATE,Zm00001eb310670,OFP30,pUT6245,Zm00001eb310670 GRMZM2G037043 Zm00001d020198,1
560031,ZmOFP31,OVATE,Zm00001eb330640,OFP31,pUT6414,Zm00001eb330640 Zm00001d022446 GRMZM5G845472,
560032,ZmOFP32,OVATE,Zm00001eb337190,OFP32,pUT6545,GRMZM2G001721 Zm00001eb337190 Zm00001d008785,
560033,ZmOFP33,OVATE,,OFP33,,GRMZM2G067376,
560034,ZmOFP34,OVATE,,OFP34,,GRMZM2G028982 Zm00001d011410,2
560035,ZmOFP35,OVATE,Zm00001eb366770,OFP35,pUT5775,Zm00001eb366770 GRMZM2G085035 Zm00001d012282,2
560036,ZmOFP36,OVATE,Zm00001eb368780,OFP36,pUT6230,Zm00001d012498 AC204502.4_FG006 Zm00001eb368780,
560037,ZmOFP37,OVATE,Zm00001eb393580,OFP37,pUT5662,GRMZM2G137869 Zm00001eb393580 Zm00001eb393570 Zm00001d047346,2
560038,ZmOFP38,OVATE,,OFP38,,GRMZM2G057753 Zm00001d023455,1
560039,ZmOFP39,OVATE,Zm00001eb407050,OFP39,pUT6229,AC187891.3_FG006 Zm00001eb407050 Zm00001d023456,
560040,ZmOFP40,OVATE,Zm00001eb423480,OFP40,,Zm00001d025534 GRMZM2G432846 Zm00001eb423480,2
560041,ZmOFP41,OVATE,Zm00001eb428510,OFP41,pUT6247,Zm00001d026061 Zm00001eb428510 GRMZM2G040673,2
560042,ZmOFP42,OVATE,Zm00001eb434130,OFP42,pUT5723,Zm00001d026661 Zm00001eb434130 GRMZM2G106836,2
560043,ZmOFP43,OVATE,Zm00001eb434150,OFP43,pUT5343,Zm00001eb434150 GRMZM2G106781 Zm00001d026663,2
560044,ZmOFP44,OVATE,Zm00001eb347230,,,Zm00001d009993 Zm00001eb347230,
560045,ZmOFP45,OVATE,Zm00001eb378010,,,GRMZM5G847362 Zm00001eb378010,
570001,ZmOrphan1,Orphans,Zm00001eb071240,,pUT6660,Zm00001d002369 GRMZM2G111232 Zm00001eb071240,1
570002,ZmOrphan2,Orphans,Zm00001eb240940,,pUT6000,Zm00001d016474 GRMZM2G102560 Zm00001eb240940,1
570003,ZmOrphan3,Orphans,Zm00001eb321820,,pUT5999,Zm00001eb321820 Zm00001d021528 GRMZM2G134716,
570004,ZmOrphan4,Orphans,Zm00001eb198960,,,Zm00001eb198960 Zm00001d052781 GRMZM2G488465,
570007,ZmOrphan7,Orphans,Zm00001eb357010,,,GRMZM5G852338 GRMZM2G409343 Zm00001d011197 Zm00001eb357010,
570008,ZmOrphan8,Orphans,Zm00001eb264360,,pUT4806,Zm00001d035263 Zm00001eb264360 GRMZM2G000603,
570009,ZmOrphan9,Orphans,Zm00001eb350030,,,GRMZM2G170766 Zm00001eb350030 Zm00001d010366,
570010,ZmOrphan10,Orphans,Zm00001eb221190,,,Zm00001eb221190 Zm00001d013967 GRMZM2G139583,2
570011,ZmOrphan11,Orphans,Zm00001eb367840,PRH4,pUT6634,GRMZM2G166297 Zm00001eb367840 Zm00001d012401,2
570012,ZmOrphan12,Orphans,Zm00001eb378820,,pUT6512,GRMZM2G119359 Zm00001eb378820 Zm00001d045533,1
570013,ZmOrphan13,Orphans,Zm00001eb355760,,,Zm00001d011062 Zm00001eb355760 GRMZM2G141859,2
570014,ZmOrphan14,Orphans,Zm00001eb003000,,pUT6646,Zm00001eb003000 Zm00001d027570 AC155624.2_FG006,
570015,ZmOrphan15,Orphans,Zm00001eb155230,,,Zm00001d043691 Zm00001eb155230 GRMZM2G008764,1
570016,ZmOrphan16,Orphans,Zm00001eb300680,,,Zm00001eb300680 Zm00001d018859 GRMZM2G018508,1
570017,ZmOrphan17,Orphans,Zm00001eb275790,,,Zm00001eb275790 GRMZM2G401821 Zm00001d036803,
570019,ZmOrphan19,Orphans,,,pUT6264,GRMZM2G091061,1
570020,ZmOrphan20,Orphans,Zm00001eb258890,MYO2,,Zm00001d018481 GRMZM2G332687 GRMZM2G034362 Zm00001eb258890,
570021,ZmOrphan21,Orphans,Zm00001eb067350,,,Zm00001eb067350 Zm00001d001953 GRMZM2G348909,1
570022,ZmOrphan22,Orphans,Zm00001eb012350,,pUT4973,Zm00001d028615 Zm00001eb012350 GRMZM2G112925,1
570023,ZmOrphan23,Orphans,Zm00001eb213970,,pUT6680,Zm00001d013182 Zm00001d013183 Zm00001eb213970 GRMZM2G336888 GRMZM2G033267,2
570024,ZmOrphan24,Orphans,Zm00001eb003210,,,GRMZM2G474258 Zm00001d027598 Zm00001eb003210,1
570025,ZmOrphan25,Orphans,Zm00001eb232360,,,Zm00001eb232360 Zm00001d015279 GRMZM5G829894,
570026,ZmOrphan26,Orphans,Zm00001eb261240,,pUT6287,Zm00001d035134 Zm00001eb261240 GRMZM2G134066,1
570027,ZmOrphan27,Orphans,Zm00001eb400570,,pUT6030,Zm00001d048131 GRMZM2G130943 Zm00001eb400570,2
570028,ZmOrphan28,Orphans,Zm00001eb208040,,pUT6504,Zm00001d053880 Zm00001eb208040 GRMZM2G155370,2
570029,ZmOrphan29,Orphans,,,,GRMZM2G104076,1
570030,ZmOrphan30,Orphans,Zm00001eb418700,CCT1,,GRMZM2G381691 Zm00001eb418700 Zm00001d024909,2
570031,ZmOrphan31,Orphans,Zm00001eb227830,DBB5,pUT6278,GRMZM2G118884 Zm00001eb227830 Zm00001d014765,1
570032,ZmOrphan32,Orphans,Zm00001eb394120,,,Zm00001d047412 GRMZM2G072573 Zm00001eb394120,2
570033,ZmOrphan33,Orphans,Zm00001eb294110,,,GRMZM2G406674 Zm00001d038838 Zm00001eb294110,1
570034,ZmOrphan34,Orphans,Zm00001eb355120,,pUT6025,Zm00001eb355120 Zm00001d010975 GRMZM2G012584,2
570035,ZmOrphan35,Orphans,Zm00001eb131110,,,Zm00001eb131110 Zm00001d040728 GRMZM2G165788,
570036,ZmOrphan36,Orphans,Zm00001eb308690,,pUT6441,Zm00001d019944 GRMZM2G020156 Zm00001eb308690,
570037,ZmOrphan37,Orphans,Zm00001eb050910,,pUT6814,Zm00001d033280 GRMZM2G039187 Zm00001eb050910,
570038,ZmOrphan38,Orphans,Zm00001eb122570,,,Zm00001d039639 GRMZM2G413113 Zm00001eb122570,1
570039,ZmOrphan39,Orphans,Zm00001eb345270,PRH15,pUT6453,Zm00001d009747 GRMZM2G383807 Zm00001eb345270,
570040,ZmOrphan40,Orphans,Zm00001eb344180,,,Zm00001d009620 Zm00001eb344180 Zm00001eb344170 GRMZM2G063841,
570041,ZmOrphan41,Orphans,Zm00001eb430620,,pUT6002,Zm00001eb430620 Zm00001d026269 GRMZM2G155991,2
570042,ZmOrphan42,Orphans,Zm00001eb013450,,pUT5987,AC208201.3_FG002 Zm00001d028752 Zm00001eb013450,1
570043,ZmOrphan43,Orphans,Zm00001eb016800,,,GRMZM2G134671 Zm00001eb016800 Zm00001d029149,1
570044,ZmOrphan44,Orphans,Zm00001eb393810,,pUT6009,Zm00001eb393810 Zm00001d000391 GRMZM2G009163,2
570046,ZmOrphan46,Orphans,Zm00001eb086410,,pUT6239,Zm00001d004102 Zm00001eb086410 GRMZM2G013612,
570049,ZmOrphan49,Orphans,Zm00001eb017140,,pUT6832,Zm00001eb017140 GRMZM2G102497 Zm00001d029197,1
570050,ZmOrphan50,Orphans,Zm00001eb292350,,,GRMZM2G368448 Zm00001eb292350 Zm00001d038655,1
570051,ZmOrphan51,Orphans,Zm00001eb046390,,pUT6568,Zm00001eb046390 Zm00001d032768 GRMZM2G133555,1
570052,ZmOrphan52,Orphans,Zm00001eb326040,,,Zm00001d021976 GRMZM2G180490 Zm00001eb326040,
570053,ZmOrphan53,Orphans,Zm00001eb148890,,pUT5983,Zm00001eb148890 GRMZM2G155954 Zm00001d042973,1
570054,ZmOrphan54,Orphans,Zm00001eb428680,,,Zm00001eb428680 Zm00001d026084 GRMZM5G845601,
570055,ZmOrphan55,Orphans,Zm00001eb426600,,,Zm00001eb426600 Zm00001d025855 GRMZM2G051866,
570056,ZmOrphan56,Orphans,Zm00001eb160470,PRH13,pUT6831,Zm00001d044301 Zm00001eb160470 GRMZM2G134628,
570057,ZmOrphan57,Orphans,Zm00001eb431460,,pUT6500,GRMZM2G180471 Zm00001d026364 Zm00001eb431460 Zm00001d026363,2
570058,ZmOrphan58,Orphans,Zm00001eb268260,,,GRMZM5G889152 Zm00001eb268260 Zm00001d035846,
570059,ZmOrphan59,Orphans,Zm00001eb143050,HK2,,GRMZM2G471529 Zm00001d042312 Zm00001eb143050,1
570060,ZmOrphan60,Orphans,Zm00001eb184600,,,Zm00001eb184600 GRMZM2G004908 Zm00001d051075 GRMZM2G041842,
570061,ZmOrphan61,Orphans,Zm00001eb190410,HK6,pUT4787,GRMZM2G125943 Zm00001d051812 Zm00001eb190410,2
570062,ZmOrphan62,Orphans,Zm00001eb388790,,,GRMZM2G047376 Zm00001eb388790 Zm00001d046831,1
570064,ZmOrphan64,Orphans,Zm00001eb047010,,pUT5197,Zm00001d032836 Zm00001eb047010 GRMZM2G001606,
570066,ZmOrphan66,Orphans,Zm00001eb388430,,,GRMZM2G065394 Zm00001d046778 Zm00001eb388430,1
570067,ZmOrphan67,Orphans,Zm00001eb072840,,pUT6020,GRMZM2G479665 Zm00001d002542 Zm00001eb072840,1
570068,ZmOrphan68,Orphans,,,,GRMZM2G100229,
570069,ZmOrphan69,Orphans,Zm00001eb162530,,,Zm00001eb162530 GRMZM2G372297 Zm00001d044525,1
570070,ZmOrphan70,Orphans,Zm00001eb285830,,pUT6825,Zm00001d037949 Zm00001eb285830 GRMZM2G069713,1
570071,ZmOrphan71,Orphans,Zm00001eb425880,,pUT6021,Zm00001eb425880 Zm00001d025780 GRMZM2G109496,
570072,ZmOrphan72,Orphans,Zm00001eb289840,,,Zm00001d038395 GRMZM2G066448 Zm00001eb289840,1
570073,ZmOrphan73,Orphans,Zm00001eb139990,,,Zm00001d041983 Zm00001eb139990 GRMZM2G397948,1
570074,ZmOrphan74,Orphans,Zm00001eb022330,,pUT5997,Zm00001d029772 Zm00001eb022330 GRMZM2G057768,1
570075,ZmOrphan75,Orphans,Zm00001eb121390,,pUT4969,GRMZM2G371176 Zm00001d039510 Zm00001eb121390,
570076,ZmOrphan76,Orphans,Zm00001eb212110,,pUT5313,GRMZM2G034253 Zm00001eb212110,
570077,ZmOrphan77,Orphans,Zm00001eb323940,,pUT6603,GRMZM2G032071 Zm00001eb323940 Zm00001d021754,1
570078,ZmOrphan78,Orphans,Zm00001eb019240,,pUT4795,Zm00001d029419 GRMZM2G077960 Zm00001eb019240,1
570079,ZmOrphan79,Orphans,Zm00001eb389570,HK5,pUT4790,Zm00001eb389570 Zm00001d046928 GRMZM2G025579,1
570080,ZmOrphan80,Orphans,Zm00001eb050610,,pUT6610,Zm00001d033240 Zm00001eb050610 GRMZM5G812926,
570081,ZmOrphan81,Orphans,Zm00001eb105950,,pUT4807,Zm00001d006486 GRMZM2G311187 Zm00001eb105950,
570082,ZmOrphan82,Orphans,Zm00001eb160490,MYO1,,Zm00001eb160490 Zm00001d044303 AC155377.1_FG001,
570083,ZmOrphan83,Orphans,Zm00001eb396460,CSU634,pUT5985,GRMZM2G006429 Zm00001d047679 Zm00001eb396460,2
570084,ZmOrphan84,Orphans,Zm00001eb419810,ETR2,pUT6631,Zm00001d025050 GRMZM2G420801 Zm00001eb419810,2
570085,ZmOrphan85,Orphans,Zm00001eb320490,,pUT6823,GRMZM2G006416 Zm00001eb320490 Zm00001d021390,1
570086,ZmOrphan86,Orphans,Zm00001eb213320,,,Zm00001d013112 GRMZM2G028813 Zm00001eb213320,2
570088,ZmOrphan88,Orphans,Zm00001eb082130,,pUT6003,Zm00001eb082130 Zm00001d003598 GRMZM2G179827,1
570089,ZmOrphan89,Orphans,Zm00001eb393920,,pUT6495,Zm00001d047385 Zm00001eb393920 GRMZM2G108309,2
570090,ZmOrphan90,Orphans,Zm00001eb184870,,pUT1453,GRMZM2G020081 Zm00001d051114 Zm00001eb184870,2
570091,ZmOrphan91,Orphans,Zm00001eb062680,UMC86A,,Zm00001d034655 Zm00001eb062680 GRMZM2G093776,
570092,ZmOrphan92,Orphans,Zm00001eb325790,,pUT4788,GRMZM2G023346 Zm00001d021949 Zm00001eb325790,1
570093,ZmOrphan93,Orphans,Zm00001eb400640,,pUT6598,GRMZM2G154149 Zm00001eb400640 Zm00001d048138,2
570094,ZmOrphan94,Orphans,Zm00001eb297870,,pUT6029,Zm00001d039222 Zm00001eb297870 GRMZM2G127426,1
570095,ZmOrphan95,Orphans,Zm00001eb081920,,,GRMZM2G106108 Zm00001eb081920 Zm00001d003571,
570096,ZmOrphan96,Orphans,Zm00001eb030930,,pUT4801,Zm00001eb030930 GRMZM2G039094 Zm00001d030958,1
570097,ZmOrphan97,Orphans,Zm00001eb168030,,,Zm00001d048990 Zm00001eb168030 GRMZM2G407623 Zm00001eb168020,1
570098,ZmOrphan98,Orphans,Zm00001eb128400,,,Zm00001d040370 GRMZM2G119828 GRMZM2G554475 Zm00001eb128400 Zm00001eb128390 Zm00001d040369 Zm00001eb128380,
570099,ZmOrphan99,Orphans,Zm00001eb322340,,pUT6788,Zm00001d021582 GRMZM2G010298 Zm00001eb322340,1
570100,ZmOrphan100,Orphans,Zm00001eb371170,,,Zm00001eb371170 Zm00001d012767 AC203173.3_FG001,
570101,ZmOrphan101,Orphans,Zm00001eb168010,,,Zm00001eb168010 Zm00001d048989 GRMZM2G407605,1
570102,ZmOrphan102,Orphans,Zm00001eb357000,,,Zm00001d011195 Zm00001eb357000 GRMZM2G136765,2
570103,ZmOrphan103,Orphans,,,,GRMZM2G303501,
570104,ZmOrphan104,Orphans,Zm00001eb364280,,,GRMZM2G423456 Zm00001d012005 Zm00001eb364280,2
570105,ZmOrphan105,Orphans,Zm00001eb047020,,pUT5316,Zm00001d032837 Zm00001eb047020 GRMZM2G001592,
570107,ZmOrphan107,Orphans,Zm00001eb091500,,pUT5303,Zm00001eb091500 Zm00001d004772 GRMZM2G003755,2
570108,ZmOrphan108,Orphans,Zm00001eb256500,,pUT6481,Zm00001d018235 Zm00001eb256500 GRMZM2G134552,1
570109,ZmOrphan109,Orphans,Zm00001eb047030,,pUT6451,Zm00001eb047030 GRMZM2G001577 Zm00001d032838,1
570111,ZmOrphan111,Orphans,Zm00001eb135680,,,Zm00001eb135680 Zm00001eb135690 GRMZM2G342821 Zm00001d041437,
570112,ZmOrphan112,Orphans,Zm00001eb094040,,pUT6458,Zm00001d005071 Zm00001eb094040 GRMZM2G153675,2
570113,ZmOrphan113,Orphans,,MAB30,pUT4811,GRMZM2G319215,1
570114,ZmOrphan114,Orphans,Zm00001eb056810,,,GRMZM2G460594 Zm00001eb056810 Zm00001d033968,1
570115,ZmOrphan115,Orphans,Zm00001eb045250,MYO3,,Zm00001d032637 Zm00001eb045250 GRMZM2G113202,1
570116,ZmOrphan116,Orphans,,,,Zm00001d051874 GRMZM2G544441,
570117,ZmOrphan117,Orphans,Zm00001eb246600,DBB6,pUT6266,Zm00001d017147 GRMZM2G095299 Zm00001eb246600,1
570118,ZmOrphan118,Orphans,Zm00001eb290040,,pUT4805,Zm00001eb290040 Zm00001d030229 Zm00001eb025830 Zm00001d038419 GRMZM2G097454 GRMZM2G377663,
570120,ZmOrphan120,Orphans,Zm00001eb306330,,pUT4968,Zm00001d019555 Zm00001eb306330 GRMZM2G148056,1
570122,ZmOrphan122,Orphans,,PRH5,pUT6586,GRMZM2G010855,1
570123,ZmOrphan123,Orphans,Zm00001eb178220,TCRR1,pUT6638,Zm00001d050200 GRMZM2G016145 Zm00001eb178220,
570124,ZmOrphan124,Orphans,Zm00001eb394770,,pUT4804,Zm00001eb394770 Zm00001d047483 GRMZM2G084397,2
570125,ZmOrphan125,Orphans,Zm00001eb310180,,,Zm00001d020129 Zm00001eb310180 GRMZM2G100107,1
570126,ZmOrphan126,Orphans,Zm00001eb161430,,,Zm00001d044406 GRMZM2G365688 Zm00001eb161430 Zm00001eb161440,
570127,ZmOrphan127,Orphans,Zm00001eb112250,,pUT4972,GRMZM2G342197 Zm00001eb112250 Zm00001d007264,2
570128,ZmOrphan128,Orphans,,,,GRMZM2G068504,
570130,ZmOrphan130,Orphans,Zm00001eb067610,PRH16,pUT6452,GRMZM2G056572 Zm00001eb067610 Zm00001d001988,1
570131,ZmOrphan131,Orphans,Zm00001eb093890,,,Zm00001eb093890 GRMZM2G353024 Zm00001d005051,
570132,ZmOrphan132,Orphans,Zm00001eb393910,,,Zm00001eb393910 Zm00001d047384 GRMZM2G108272,
570134,ZmOrphan134,Orphans,Zm00001eb248800,DBB7,pUT6681,Zm00001d017412 Zm00001eb248800 GRMZM2G110541,
570135,ZmOrphan135,Orphans,Zm00001eb103490,,,Zm00001d006212 Zm00001eb103490 GRMZM2G367834,
570136,ZmOrphan136,Orphans,Zm00001eb208010,,pUT6007,GRMZM2G166035 Zm00001eb208010 Zm00001d000302,2
